1
44
45
63
2

30000
15
1.5
10
1
1
10000

1.19, -65.96, 167.45, -284.71, -70.34, -69.49, 180.66, 247.31, 457.60, -285.57, -316.01, -390.61, -270.25, -272.15, -69.85, -54.13, 160.98, 332.25, 576.32, 544.23, 292.11, -159.24, -314.47, -453.47, -269.17, -529.98, -674.44, -916.30, -244.51, 7.48, 50.46, 444.04, 560.17, 825.54, 918.67, 634.90, 695.48, 286.26, 687.71, 32.11, -303.74, -793.02, -548.72, -477.96, -267.65
-1806.17, -23.57, 13.16, 14.60, 424.22, -350.83, -199.77, -292.38, 285.71, -114.84, 330.53, 14.86, 424.18, -349.27, 678.00, -508.97, -516.37, -383.02, -156.84, 356.05, 669.25, -815.79, 113.53, 330.84, 678.69, 261.95, 4.29, 16.63, -682.66, 857.47, -620.54, -514.02, -637.59, 48.72, -522.76, 259.63, 501.53, 856.76, 667.89, -1001.60, -980.84, -1442.11, 611.93, 708.36, 984.98

(0,0)
(1,3)
(1,4)
(1,5)
(1,2)
(2,8)
(2,6)
(2,7)
(3,11)
(3,9)
(3,13)
(3,12)
(3,10)
(4,14)
(4,12)
(5,13)
(5,16)
(5,15)
(5,6)
(6,7)
(7,17)
(7,18)
(8,20)
(8,19)
(9,21)
(9,11)
(10,23)
(10,24)
(10,22)
(11,26)
(11,25)
(11,27)
(12,24)
(13,28)
(14,24)
(14,20)
(14,29)
(15,30)
(15,28)
(16,17)
(16,30)
(17,31)
(17,30)
(17,18)
(17,32)
(18,33)
(18,34)
(19,35)
(19,36)
(20,37)
(20,38)
(21,40)
(21,39)
(21,30)
(21,41)
(21,28)
(23,25)
(23,42)
(24,44)
(24,43)
(29,37)
(31,32)
(36,38)
(42,43)
