1
32
33
55
2

30000
15
1.5
10
1
1
10000

115.44, -100.16, -421.05, -100.24, -99.19, 241.11, -366.27, -413.72, -599.25, -254.37, -68.13, 250.25, 65.67, 245.58, -99.83, -409.62, -1039.49, -901.57, -40.11, -227.75, 36.88, 256.35, 513.43, 879.25, 361.12, 232.98, 794.82, 1270.37, 264.61, -26.82, -152.28, 449.28, -541.85
1232.10, 229.45, 231.82, -57.27, 584.70, 300.77, -51.35, 543.06, 551.95, -379.31, -212.55, -55.89, 587.79, 587.70, -785.74, 778.37, 445.40, 916.73, -348.06, -786.11, -1185.71, -208.70, -43.91, -59.13, 598.47, 868.81, 733.16, 755.36, -758.56, -874.99, -911.67, -849.52, -1145.05

(0,0)
(1,3)
(1,5)
(1,2)
(1,4)
(2,7)
(2,9)
(2,8)
(2,6)
(3,11)
(3,10)
(3,6)
(4,8)
(4,12)
(5,13)
(5,11)
(5,12)
(6,9)
(6,14)
(7,15)
(7,9)
(7,8)
(8,13)
(8,17)
(8,16)
(9,18)
(9,14)
(9,19)
(9,20)
(10,18)
(10,21)
(11,21)
(11,23)
(11,22)
(12,13)
(13,25)
(13,27)
(13,26)
(13,24)
(14,28)
(14,31)
(14,29)
(14,19)
(14,32)
(14,30)
(19,30)
(19,32)
(20,30)
(20,29)
(22,23)
(24,26)
(26,27)
(29,31)
(29,30)
(30,32)
(31,32)
