1
30
31
41
2

30000
15
1.5
10
1
1
10000

71.62, -53.70, 31.22, -142.44, 278.06, 63.30, -82.68, -251.09, -242.11, 223.98, 513.81, 183.46, -351.61, 262.49, -133.84, -396.15, -435.88, 742.68, -257.32, -70.60, 125.88, -361.47, -670.08, 813.32, -400.38, -362.78, -148.38, -594.03, 323.97, 741.58, 650.80
1067.31, 513.91, 407.60, 407.36, 401.46, 174.58, 326.30, 505.68, 385.05, 221.74, 314.22, 57.46, 521.29, -13.22, -420.17, 810.01, 460.79, -68.31, -366.73, -539.32, -785.01, 317.86, 442.10, -235.29, -216.32, -409.32, -625.25, 1.08, -880.67, -803.56, -905.32

(0,0)
(1,3)
(1,2)
(2,4)
(2,3)
(2,5)
(3,8)
(3,7)
(3,6)
(4,9)
(4,10)
(5,9)
(5,11)
(6,8)
(7,8)
(7,12)
(9,13)
(9,10)
(10,13)
(11,13)
(11,14)
(12,16)
(12,15)
(13,17)
(14,19)
(14,18)
(14,20)
(16,22)
(16,21)
(17,23)
(18,19)
(18,20)
(18,24)
(18,25)
(19,26)
(20,29)
(20,27)
(20,30)
(20,28)
(20,24)
(24,25)
(29,30)
