1
45
46
60
2

30000
15
1.5
10
1
1
10000

392.66, -333.15, -235.64, -449.31, -385.77, -56.88, -480.64, -550.51, -267.15, -106.75, 39.05, -388.37, -626.79, -309.33, 260.59, 233.60, -15.37, -353.38, -559.15, 144.99, 129.16, 426.39, -119.58, -65.59, -84.71, -257.74, 457.47, 545.41, -225.79, -210.14, 134.85, 25.25, -98.43, -326.31, 127.53, 734.00, 1204.44, -500.56, -426.01, 37.15, 239.39, 323.78, -452.11, 134.47, 1412.12, 1275.51
1295.97, -138.83, -90.16, -139.51, 86.82, -0.79, -296.27, -157.55, 172.71, 91.82, 61.82, -484.44, -259.58, 306.07, -188.00, 196.15, -301.18, -644.46, -437.58, -306.63, 305.67, 51.60, 550.16, -202.90, -511.14, -825.49, -51.66, 45.03, 474.98, 663.38, 734.37, -555.99, -652.13, -933.88, -446.75, -100.61, 728.55, 287.25, 870.82, 677.13, 835.68, 996.15, -1002.60, -722.34, 512.25, 802.07

(0,0)
(1,2)
(1,3)
(1,4)
(2,5)
(3,6)
(3,7)
(3,4)
(4,8)
(5,9)
(5,10)
(6,11)
(6,7)
(7,12)
(7,13)
(8,9)
(8,13)
(9,13)
(10,15)
(10,14)
(11,16)
(11,17)
(12,18)
(14,15)
(14,19)
(15,22)
(15,21)
(15,20)
(16,19)
(16,23)
(17,24)
(17,25)
(18,25)
(19,24)
(19,26)
(20,22)
(21,27)
(21,26)
(22,30)
(22,28)
(22,29)
(24,31)
(24,32)
(25,33)
(25,32)
(26,27)
(26,34)
(27,36)
(27,35)
(28,37)
(29,38)
(30,39)
(30,41)
(30,40)
(31,32)
(31,34)
(33,42)
(34,43)
(36,44)
(36,45)
(40,41)
