1
37
38
63
2

30000
15
1.5
10
1
1
10000

-214.67, -140.17, 124.34, -294.21, -103.10, -110.06, 151.47, 406.66, 256.26, 527.05, -280.29, -599.04, -329.52, 128.36, -84.99, 152.34, 325.42, 322.96, 272.00, 536.12, -188.01, 376.82, 576.48, 389.44, 629.81, 849.96, -551.24, -249.06, -756.58, -668.00, -966.92, -1279.29, -372.30, 300.80, 203.11, -24.35, 53.52, 414.20
-1525.81, -159.95, -182.22, -176.67, 180.92, 355.05, 119.91, -130.04, -777.97, -131.17, -369.96, -130.92, 354.85, 354.32, 889.03, -51.88, 144.18, -45.99, 47.27, 33.20, -882.28, -692.56, -394.95, -1139.87, -132.14, -168.93, -372.56, -789.52, -318.53, 353.35, -118.17, -589.70, 913.56, 348.13, 797.27, 1206.27, 1433.07, 225.58

(0,0)
(1,2)
(1,5)
(1,3)
(1,4)
(2,9)
(2,8)
(2,7)
(2,6)
(2,3)
(3,11)
(3,10)
(3,12)
(4,6)
(4,5)
(5,13)
(5,12)
(5,14)
(6,13)
(6,15)
(6,16)
(7,9)
(7,18)
(7,19)
(7,15)
(7,17)
(8,22)
(8,20)
(8,21)
(8,23)
(9,22)
(9,19)
(9,24)
(9,25)
(10,27)
(10,26)
(11,30)
(11,31)
(11,29)
(11,26)
(11,28)
(12,32)
(12,29)
(13,34)
(13,16)
(13,33)
(14,32)
(14,35)
(14,34)
(14,36)
(15,18)
(15,17)
(16,18)
(16,19)
(16,37)
(17,18)
(19,37)
(20,27)
(21,22)
(22,25)
(24,25)
(26,28)
(28,30)
(35,36)
