1
31
32
45
2

30000
15
1.5
10
1
1
10000

73.93, 110.23, 58.26, -86.02, 51.58, -89.17, -87.10, 330.21, -332.97, -192.71, -448.67, -322.52, 258.46, 106.65, -220.61, 2.59, -99.61, -100.62, 303.70, 303.05, 618.56, 474.46, 176.44, 266.60, 722.39, -221.41, -333.43, -574.53, -27.11, -413.29, 63.07, -296.44
-1104.86, -158.93, -33.95, -29.80, 166.57, 82.00, -485.69, 330.00, -284.63, 308.84, -137.33, 285.57, -296.30, -380.57, -504.53, -680.35, -676.55, -854.86, 38.37, 201.74, 306.04, 419.67, 536.24, 593.63, 711.08, -285.46, -494.60, -280.08, 449.13, 209.09, 530.68, 414.99

(0,0)
(1,2)
(2,3)
(2,4)
(3,6)
(3,5)
(4,7)
(4,5)
(5,8)
(5,9)
(5,10)
(5,11)
(6,14)
(6,16)
(6,12)
(6,13)
(6,17)
(6,15)
(7,19)
(7,18)
(7,20)
(7,21)
(7,23)
(7,24)
(7,22)
(8,26)
(8,27)
(8,25)
(9,31)
(9,29)
(9,11)
(9,30)
(9,28)
(11,28)
(12,13)
(13,15)
(14,26)
(14,25)
(16,17)
(18,19)
(21,24)
(22,23)
(22,28)
(23,30)
(28,29)
(28,30)
