1
21
22
36
2

30000
15
1.5
10
1
1
10000

-104.44, 16.51, 12.77, -155.43, 132.16, -46.55, 205.43, -90.42, 180.40, -243.96, -303.06, -565.15, 91.15, 356.27, -154.89, 143.58, 37.43, -18.80, 272.59, 314.44, 20.39, -204.87
-815.90, 26.24, -133.31, -91.55, 76.03, 170.20, -44.94, -200.50, -268.66, 95.00, 184.89, -500.50, 203.76, 166.66, 218.87, 298.78, 379.08, 467.53, -119.79, 5.90, -367.79, -565.90

(0,0)
(1,6)
(1,2)
(1,5)
(1,4)
(1,3)
(2,6)
(2,7)
(2,8)
(3,7)
(3,9)
(3,11)
(3,10)
(4,6)
(4,12)
(4,13)
(5,14)
(5,9)
(5,15)
(5,17)
(5,12)
(5,16)
(6,19)
(6,18)
(7,21)
(7,20)
(8,18)
(8,20)
(9,10)
(10,14)
(11,21)
(12,15)
(13,19)
(15,16)
(16,17)
(18,19)
(20,21)
