1
29
30
37
2

30000
15
1.5
10
1
1
10000

-260.00, 55.97, 134.01, -35.88, 313.40, -122.71, -571.62, 200.06, 381.32, 237.91, 670.80, -413.43, 110.04, -219.50, -407.13, -900.67, -514.04, 436.96, 286.65, 382.11, 349.72, 945.30, 401.45, 624.23, 906.28, -589.80, -707.92, -855.21, -1465.31, 367.01
-45.23, -85.31, -299.92, 159.57, 10.48, 335.50, -377.97, -472.17, -237.36, 256.41, 75.11, 239.49, 473.41, 565.11, 882.67, -424.39, -973.13, -426.24, -662.08, -876.69, -130.06, -72.92, 314.11, 343.42, 115.34, 148.53, 136.61, 129.62, 204.54, 648.32

(0,0)
(1,5)
(1,4)
(1,2)
(1,3)
(1,6)
(2,7)
(2,8)
(3,5)
(3,9)
(4,10)
(4,9)
(5,11)
(5,13)
(5,12)
(5,14)
(6,15)
(6,16)
(7,17)
(7,18)
(7,19)
(8,20)
(8,17)
(8,21)
(9,22)
(10,24)
(10,23)
(11,28)
(11,27)
(11,25)
(11,26)
(12,29)
(13,14)
(18,19)
(21,24)
(22,23)
(25,29)
(26,29)
