1
23
24
37
2

30000
15
1.5
10
1
1
10000

-42.61, 53.12, 158.49, 37.07, 158.21, 61.75, -53.47, 33.32, 137.49, -649.50, 153.96, 294.32, 52.58, -649.28, 158.47, 284.01, -227.16, 202.75, -218.78, -393.55, -409.44, 564.29, 34.32, 217.04
857.60, 167.61, 167.15, 382.95, 64.85, -20.10, -156.48, -373.79, -370.07, 170.62, 382.59, 175.56, 607.60, 402.53, -52.82, 63.77, -84.21, -167.18, -192.36, -85.12, -189.44, -108.59, -476.95, -308.13

(0,0)
(1,3)
(1,5)
(1,8)
(1,7)
(1,4)
(1,6)
(1,9)
(1,2)
(2,10)
(2,4)
(2,11)
(3,13)
(3,10)
(3,12)
(4,14)
(4,5)
(4,15)
(5,14)
(6,16)
(6,21)
(6,17)
(6,18)
(6,7)
(6,14)
(6,19)
(6,20)
(7,8)
(7,22)
(8,17)
(8,23)
(8,22)
(9,13)
(11,15)
(16,19)
(16,18)
(18,20)
(19,20)
