1
50
51
81
2

30000
15
1.5
10
1
1
10000

972.31, -4.03, -36.42, -180.04, 123.08, 33.39, 187.79, 212.22, -218.71, 41.11, -141.33, -352.63, -457.40, -587.77, 256.79, 148.16, 30.82, -115.55, 413.31, 308.05, 219.40, 360.15, 308.91, 262.04, 81.01, -41.49, -396.54, -166.11, -431.36, -438.10, -574.18, -1076.68, -501.65, -822.75, 258.01, 362.80, 111.50, 241.01, -43.65, -188.81, 27.16, -168.68, -276.77, 452.20, 105.83, 496.51, 621.87, 240.70, 705.05, 351.61, 260.19
-167.55, -144.24, 61.62, -128.12, -53.89, -284.28, 132.08, 278.64, 56.72, 266.67, 343.44, -6.89, 65.44, -628.24, -104.19, -287.69, -508.95, -979.87, 161.62, 347.57, 561.51, 542.45, 632.37, 903.05, 493.55, 517.65, 445.97, 679.98, -108.83, 207.24, -41.43, -596.77, -702.36, -921.93, -283.19, -95.72, -433.36, -532.28, -768.74, -857.39, -1028.65, -1078.78, -1384.06, 314.32, 613.90, 509.64, 541.93, 799.32, 481.84, 952.37, 1048.95

(0,0)
(1,4)
(1,6)
(1,2)
(1,5)
(1,7)
(1,3)
(2,8)
(2,9)
(2,3)
(2,10)
(3,13)
(3,12)
(3,5)
(3,11)
(4,14)
(4,6)
(5,15)
(5,16)
(5,17)
(6,18)
(6,7)
(7,18)
(7,23)
(7,20)
(7,9)
(7,22)
(7,19)
(7,21)
(9,10)
(9,24)
(10,26)
(10,27)
(10,25)
(11,28)
(11,12)
(12,31)
(12,29)
(12,30)
(12,26)
(13,32)
(13,33)
(14,35)
(14,34)
(15,36)
(15,34)
(16,36)
(16,38)
(16,37)
(17,40)
(17,41)
(17,38)
(17,42)
(17,39)
(18,43)
(18,35)
(19,43)
(20,44)
(20,21)
(21,46)
(21,44)
(21,45)
(21,22)
(21,47)
(21,48)
(22,23)
(23,49)
(23,47)
(23,50)
(24,44)
(24,25)
(25,27)
(27,44)
(31,33)
(34,35)
(38,39)
(41,42)
(43,45)
(44,46)
(44,47)
(45,46)
(46,48)
