1
22
23
34
2

30000
15
1.5
10
1
1
10000

-40.34, -4.30, -0.18, -119.52, 191.92, -106.53, -256.85, -255.32, 253.10, 43.59, 345.64, 277.48, -230.56, -117.83, -319.76, -483.85, -519.77, 102.04, 379.83, 234.75, 439.08, -26.70, 173.72
-630.29, 104.08, 1.00, 5.51, -10.35, -214.94, 110.94, -5.95, 129.08, -238.32, -117.22, -226.33, -229.43, 200.85, 197.94, 196.48, -7.31, 205.27, 155.33, 432.77, 39.76, -348.88, -380.29

(0,0)
(1,2)
(2,4)
(2,5)
(2,3)
(3,7)
(3,6)
(4,9)
(4,8)
(4,11)
(4,10)
(5,12)
(5,9)
(6,12)
(6,14)
(6,7)
(6,15)
(6,13)
(7,16)
(7,12)
(8,18)
(8,19)
(8,20)
(8,17)
(9,12)
(9,22)
(9,21)
(10,20)
(10,11)
(11,22)
(12,14)
(13,14)
(13,17)
(14,15)
(21,22)
