1
38
39
57
2

30000
15
1.5
10
1
1
10000

-60.94, -80.88, 50.98, -286.68, -89.07, -13.29, 97.26, -399.31, -205.88, 25.66, -4.73, 101.88, 225.73, 59.58, 194.32, -102.23, 431.06, -374.80, -393.39, -570.45, -214.18, -4.53, 176.60, 212.25, -11.93, 271.21, 153.07, -111.13, 130.19, 28.16, 40.13, 296.36, -34.78, -199.56, -170.89, 432.29, 462.82, -632.20, 510.33
-4049.29, -215.73, -230.97, -110.72, 77.18, 8.02, -10.27, -196.04, 19.42, -111.31, 168.56, 93.39, -18.44, 456.23, -1095.74, 1791.55, -2277.04, -343.68, -36.54, -154.53, 171.72, 309.45, -974.04, -1203.89, 1178.72, 144.13, 260.01, 453.77, 540.42, 693.06, 1016.40, -1277.18, 1505.75, 2661.33, 3331.17, -2749.31, -3086.62, -284.41, -503.84

(0,0)
(1,3)
(1,4)
(1,2)
(2,5)
(2,6)
(3,7)
(4,5)
(4,8)
(5,10)
(5,9)
(6,11)
(6,14)
(6,13)
(6,12)
(6,15)
(6,16)
(7,19)
(7,17)
(7,18)
(8,18)
(8,20)
(9,21)
(9,23)
(9,22)
(9,24)
(10,21)
(10,20)
(11,25)
(11,26)
(11,13)
(12,25)
(13,28)
(13,26)
(13,21)
(13,29)
(13,27)
(13,30)
(14,23)
(14,31)
(14,22)
(15,29)
(15,24)
(15,32)
(15,34)
(15,33)
(16,35)
(16,36)
(17,37)
(17,38)
(19,37)
(21,27)
(21,29)
(23,31)
(24,29)
(24,30)
(24,32)
(25,26)
