1
42
43
60
2

30000
15
1.5
10
1
1
10000

221.43, -135.08, 250.24, -63.39, -440.98, -223.08, 332.36, 155.65, 648.31, -350.26, 5.20, -648.02, -52.79, -248.44, -737.78, -292.02, 420.64, 732.52, 111.71, 549.55, 1087.77, -563.45, -524.88, -467.07, 85.30, -693.11, -794.45, -88.60, -345.56, -789.60, -1032.06, 75.36, -559.88, -366.54, 813.81, 515.31, 889.44, 448.05, 987.92, 1180.99, 1474.93, -972.84, -375.19
1461.45, -57.90, 69.07, -412.51, -155.00, 347.87, -288.47, 467.11, 207.00, -501.76, -778.31, -225.44, 408.03, 526.13, 147.39, 741.71, -667.82, -99.08, 659.95, 566.42, 363.19, -568.13, -724.64, -952.06, -1214.21, -36.82, -272.31, 571.23, 230.85, 373.69, 27.32, 819.55, 682.16, 1097.35, -390.89, -1075.14, -43.15, 935.83, 689.58, 58.81, 498.80, -695.50, -1329.93

(0,0)
(1,5)
(1,2)
(1,4)
(1,3)
(2,7)
(2,6)
(2,8)
(3,10)
(3,6)
(3,9)
(4,11)
(5,12)
(5,15)
(5,14)
(5,7)
(5,13)
(6,16)
(6,17)
(7,19)
(7,18)
(7,12)
(8,19)
(8,20)
(8,17)
(9,22)
(9,21)
(10,16)
(10,23)
(10,24)
(11,25)
(11,21)
(11,26)
(12,27)
(13,27)
(13,15)
(14,28)
(14,25)
(14,29)
(14,30)
(15,33)
(15,31)
(15,32)
(16,34)
(16,35)
(17,34)
(17,36)
(18,31)
(18,27)
(19,37)
(19,38)
(20,38)
(20,40)
(20,39)
(21,22)
(21,41)
(22,23)
(23,42)
(24,35)
(31,37)
(36,39)
