1
48
49
64
2

30000
15
1.5
10
1
1
10000

-2564.53, -324.26, -508.72, -438.24, -221.96, -683.93, -93.67, -459.33, -239.70, -916.69, 29.72, 508.15, 904.23, -805.93, -446.12, -84.68, -1032.26, -1411.97, -1294.57, -469.64, 654.70, 417.33, 977.20, 806.40, 1119.68, 1332.40, 1876.15, 2280.52, -815.93, -349.15, -749.98, 0.50, -1230.89, -1240.79, -1359.60, -1932.57, -1172.98, -1231.85, -559.97, 227.04, 775.13, 612.59, 295.23, 1047.58, 1416.95, 700.90, 1034.67, 1294.11, 1764.17
355.05, 433.45, 517.49, 159.69, 684.53, 241.66, -79.12, 780.14, 1329.61, 388.05, -152.81, -500.85, -653.67, 903.57, 1476.61, 1712.15, 482.69, 387.05, -181.63, -945.59, -253.77, -769.86, -429.35, -929.12, -786.27, -818.62, -1020.33, -1159.47, 673.66, 1743.89, 1699.33, 1917.50, 624.56, 801.29, 48.12, 893.29, -297.44, -866.04, -1130.54, 34.05, -46.51, -850.79, -1097.00, -218.65, -574.72, -1207.41, -1012.72, -979.47, -970.65

(0,0)
(1,3)
(1,4)
(1,2)
(3,5)
(3,6)
(4,7)
(4,8)
(5,7)
(5,9)
(5,6)
(6,10)
(6,9)
(6,11)
(6,12)
(7,13)
(7,8)
(8,14)
(8,15)
(9,18)
(9,16)
(9,17)
(10,11)
(10,19)
(11,20)
(11,21)
(11,12)
(12,25)
(12,26)
(12,27)
(12,22)
(12,24)
(12,23)
(13,14)
(13,28)
(13,16)
(14,29)
(14,30)
(15,31)
(15,29)
(16,34)
(16,33)
(16,32)
(17,35)
(18,36)
(18,37)
(19,38)
(20,39)
(20,22)
(20,40)
(21,42)
(21,41)
(22,43)
(22,44)
(23,45)
(23,46)
(23,41)
(24,25)
(24,46)
(25,47)
(25,44)
(25,48)
(26,48)
(26,27)
(40,43)
