1
27
28
36
2

30000
15
1.5
10
1
1
10000

-145.94, 230.78, 223.34, -120.25, 294.92, 631.53, -605.33, -3.91, 544.83, 219.48, 217.00, 262.70, -121.66, -400.52, 214.50, 303.39, 659.97, 625.14, 745.48, 627.49, -563.92, -561.61, -790.22, -675.62, -1037.37, -861.38, -119.02, 60.28
1055.24, -8.23, 400.31, -15.60, -162.26, -1.00, -35.33, 388.21, 398.31, 612.68, 748.50, -742.55, 165.98, -22.52, -240.38, -625.70, 120.04, -195.70, -218.21, -426.19, 169.37, 367.40, -26.50, -345.89, 24.94, -1296.50, 384.62, 582.21

(0,0)
(1,5)
(1,3)
(1,4)
(1,2)
(1,6)
(2,7)
(2,11)
(2,8)
(2,10)
(2,9)
(3,12)
(3,13)
(4,14)
(4,15)
(5,17)
(5,19)
(5,18)
(5,16)
(6,23)
(6,20)
(6,25)
(6,21)
(6,24)
(6,22)
(6,13)
(7,8)
(7,26)
(7,27)
(9,27)
(9,10)
(11,15)
(17,19)
(20,21)
(21,26)
(22,24)
(23,25)
