1
39
40
68
2

30000
15
1.5
10
1
1
10000

-77.70, -42.31, 291.06, -147.27, -363.39, 421.82, -186.50, -285.19, -228.96, -530.25, 365.66, -441.98, -891.79, 512.51, 356.29, 10.65, 612.58, 296.38, 683.59, -340.66, -440.79, -325.36, -705.10, -605.49, 253.07, 481.54, 577.21, -506.65, -838.44, -1061.75, -1027.18, 593.50, 678.92, 824.11, 609.09, -116.10, 19.73, 906.34, 837.49, -246.37
-746.69, 289.68, 147.31, 129.82, -77.37, 36.22, 343.64, 105.92, -140.87, 8.69, -377.03, -283.38, 216.64, 342.52, -135.52, -253.09, -64.29, -277.61, -171.00, 407.61, 173.09, -330.21, 117.20, -214.39, -377.77, -496.69, -463.24, -460.90, 341.39, 331.65, 17.26, 557.97, 712.32, 266.04, -253.68, -420.96, -475.92, 338.95, -240.63, 630.65

(0,0)
(1,3)
(1,2)
(1,4)
(2,5)
(3,6)
(3,7)
(3,8)
(4,7)
(4,9)
(4,10)
(4,11)
(4,12)
(4,8)
(5,15)
(5,18)
(5,16)
(5,14)
(5,13)
(5,17)
(6,19)
(6,7)
(7,20)
(8,21)
(9,19)
(9,23)
(9,22)
(9,20)
(10,15)
(10,25)
(10,17)
(10,24)
(10,26)
(11,23)
(11,27)
(11,21)
(12,30)
(12,22)
(12,28)
(12,29)
(12,26)
(13,31)
(13,33)
(13,32)
(14,34)
(14,17)
(15,36)
(15,24)
(15,35)
(16,33)
(16,37)
(16,18)
(17,24)
(18,38)
(18,34)
(18,33)
(18,26)
(19,39)
(19,20)
(21,35)
(24,26)
(25,26)
(26,34)
(26,37)
(29,30)
(31,32)
(33,37)
(34,37)
(35,36)
