1
50
51
69
2

30000
15
1.5
10
1
1
10000

-8.10, -259.47, -180.90, 35.46, -482.55, -92.08, -25.10, 248.71, 213.45, -526.32, -783.84, -391.82, -14.19, 126.70, 208.17, 287.50, 396.85, 451.11, 767.40, 318.84, -857.57, -689.09, -1108.72, -305.38, 29.75, -197.40, -299.24, 980.58, 631.00, 1215.38, 515.75, 729.34, 1543.25, 318.09, -784.47, -1246.22, -847.07, -514.55, -1559.45, -477.76, 153.40, -572.87, -430.32, 73.41, -578.44, -737.80, 894.97, 914.27, 1117.23, 312.09, 1479.92
2379.68, 472.02, 166.20, 225.26, 68.02, -179.47, 525.20, 268.74, -83.15, 226.40, 1.64, -260.27, -469.26, 543.64, 365.56, 157.71, 14.71, -88.58, 402.66, -367.33, 264.38, -341.03, -87.06, -579.14, -629.42, 1019.64, 1114.15, -1059.39, -405.87, -1447.71, 411.35, 519.10, 603.04, -530.30, 529.28, 79.00, -383.95, -631.14, -228.25, -843.13, -1118.34, 960.49, 1309.96, 1424.37, 1517.80, 1801.75, -818.05, -294.95, -397.88, -2051.06, -1697.37

(0,0)
(1,2)
(2,5)
(2,4)
(2,3)
(3,6)
(3,8)
(3,7)
(4,9)
(4,11)
(4,10)
(5,12)
(5,11)
(5,8)
(7,17)
(7,16)
(7,13)
(7,15)
(7,14)
(7,18)
(8,19)
(8,16)
(10,20)
(10,21)
(10,22)
(11,21)
(11,23)
(12,24)
(12,23)
(12,19)
(13,25)
(14,26)
(15,16)
(15,27)
(16,17)
(16,28)
(17,29)
(18,31)
(18,30)
(18,32)
(19,33)
(20,35)
(20,34)
(21,36)
(21,37)
(22,36)
(22,38)
(22,35)
(23,37)
(24,39)
(24,33)
(24,40)
(25,26)
(26,42)
(26,41)
(26,44)
(26,43)
(26,45)
(27,46)
(27,29)
(28,33)
(28,48)
(28,47)
(28,46)
(29,50)
(29,46)
(29,49)
(30,31)
(36,39)
(47,48)
