1
35
36
54
2

30000
15
1.5
10
1
1
10000

2200.92, -102.23, -73.03, -191.43, -458.48, -164.85, 83.24, 61.31, -55.25, -315.32, -160.89, 322.68, -464.30, -22.25, 253.05, -235.01, -621.06, 194.01, -249.91, 300.93, 325.21, 513.07, 664.14, 1763.83, -380.68, -715.31, -711.43, 770.11, -1150.17, -182.84, 162.39, -28.20, -4.80, 284.99, 406.31, 182.16
0.67, -144.70, 60.71, -637.37, -731.45, 156.31, 0.71, 103.60, 210.76, 181.06, 277.03, -32.62, 301.60, 599.94, -497.96, -906.29, -795.25, 9.10, 438.84, -197.24, 142.29, -102.37, -172.81, -46.92, 488.06, -265.72, 361.69, -199.01, 265.83, 601.25, 596.33, 740.04, 930.18, -300.09, -506.68, -928.84

(0,0)
(1,3)
(1,2)
(1,4)
(2,3)
(2,5)
(2,11)
(2,12)
(2,13)
(2,7)
(2,8)
(2,6)
(2,10)
(2,9)
(3,14)
(3,15)
(3,4)
(4,16)
(5,12)
(5,8)
(5,9)
(6,7)
(6,17)
(7,8)
(8,13)
(8,10)
(9,12)
(10,18)
(11,22)
(11,12)
(11,19)
(11,21)
(11,23)
(11,20)
(11,17)
(12,24)
(12,25)
(12,26)
(12,27)
(12,28)
(13,31)
(13,30)
(13,32)
(13,29)
(14,33)
(14,34)
(14,35)
(18,24)
(18,29)
(19,33)
(21,22)
(21,27)
(22,27)
(23,27)
(31,32)
