1
35
36
50
10

30000
15
1.5
10
1
1
10000

-450.0, 3000.0, 2500.0, 3000.0, 3000.0, 3000.0, 2500.0, 2500.0, 3000.0, 2500.0, 2000.0, 3000.0, 1500.0, 3000.0, 1000.0, 1500.0, 2500.0, 2500.0, 2000.0, 2000.0, 2000.0, 3000.0, 1000.0, 500.0, 1500.0, 3000.0, 0.0, 1000.0, 2500.0, 0.0, 2500.0, 1500.0, 2000.0, 1000.0, 2000.0, 1000.0
2250.0, 2500.0, 1000.0, 3000.0, 3500.0, 4000.0, 3500.0, 2500.0, 4500.0, 500.0, 2500.0, 500.0, 2500.0, 2000.0, 2500.0, 2000.0, 1500.0, 2000.0, 1000.0, 3500.0, 1500.0, 1500.0, 2000.0, 2500.0, 1500.0, 1000.0, 2500.0, 1500.0, 4500.0, 2000.0, 4000.0, 3500.0, 0.0, 1000.0, 4000.0, 500.0

(0,0)
(1,7)
(1,3)
(1,13)
(2,25)
(2,18)
(2,16)
(2,9)
(3,4)
(4,6)
(4,5)
(5,30)
(5,8)
(6,19)
(6,30)
(6,7)
(7,10)
(7,17)
(8,28)
(9,11)
(10,12)
(10,19)
(10,20)
(11,25)
(12,14)
(12,15)
(12,31)
(13,17)
(13,21)
(14,23)
(14,22)
(15,22)
(15,24)
(16,21)
(16,20)
(16,17)
(18,20)
(18,32)
(18,33)
(19,31)
(19,34)
(20,24)
(21,25)
(22,27)
(23,26)
(24,27)
(26,29)
(27,33)
(28,30)
(30,34)
(33,35)
